publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	platform_url	platform	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publiation_title_id	access_type	preceding_title_journal_id	journal_id	journal_title_history	monograph_parent_collection_title	zdb
The theory of inflation : an Edward Elgar research review /		9781784719036 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781852782993/9781852782993.xml|https://doi.org/10.4337/9781784719036				eep9781784719036		fulltext		Edward Elgar Publishing Limited,	Monograph		2016						P					
Regulation and governance of financial institutions		9781784719548 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781784719531/9781784719531.xml|https://doi.org/10.4337/9781784719548				eep9781784719548		fulltext		Edward Elgar Pub.,	Monograph		2016	320					P					
Global public goods : an Edward Elgar Research Review /		9781784718626 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781783472994/9781783472994.xml|https://doi.org/10.4337/9781784718626				eep9781784718626		fulltext		Edward Elgar Pub.,	Monograph		2016	321					P					
Sports through the lens of economic history		9781784719951 (e-book)							https://www.elgaronline.com/view/9781784719944.xml|https://doi.org/10.4337/9781784719951				eep9781784719951		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
The Trans-Pacific Partnership and the path to free trade area in the Asia Pacific		9781785360046 (e-book)							https://www.elgaronline.com/view/9781785360039.xml|https://doi.org/10.4337/9781785360046				eep9781785360046		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
Sick of inequality? : an introduction to the relationship between inequality and health /		9781785364211 (e-book)							https://www.elgaronline.com/view/9781785364204.xml|https://doi.org/10.4337/9781785364211			Bergh, Andreas,	eep9781785364211		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
What's wrong with Keynesian economic theory?		9781785363740 (e-book)							https://www.elgaronline.com/view/9781785363733.xml|https://doi.org/10.4337/9781785363740				eep9781785363740		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
World statistics on mining and utilities 2016		9781786433473 (e-book)							https://www.elgaronline.com/view/9781786433466.xml|https://doi.org/10.4337/9781786433473				eep9781786433473		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
Macroprudential regulation of international finance : managing capital flows and exchange rates /		9781785369575 (e-book)							https://www.elgaronline.com/view/9781785369568.xml|https://doi.org/10.4337/9781785369575				eep9781785369575		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
Evolutionary economics : an Edward Elgar research review /		9781784719760 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781852785932/9781852785932.xml|https://doi.org/10.4337/9781784719760				eep9781784719760		fulltext		Edward Elgar Publishing Limited,	Monograph		2016						P					
Structuring public-private research partnerships for success : empowering university partners /		9781849805759 (e-book)							https://www.elgaronline.com/view/9781849805742.xml|https://doi.org/10.4337/9781849805759			Rausser, Gordon C.	eep9781849805759		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
Competition policies and consumer welfare : corporate strategies and consumer prices in developing countries /		9781784717230 (e-book)							https://www.elgaronline.com/view/9781784717223.xml|https://doi.org/10.4337/9781784717230				eep9781784717230		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
Settlements at the edge : remote human settlements in developed nations /		9781784711962 (e-book)							https://www.elgaronline.com/view/9781784711955.xml|https://doi.org/10.4337/9781784711962				eep9781784711962		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
The Asian 'poverty miracle' : impressive accomplishments or incomplete achievements /		9781785369155 (e-book)							https://www.elgaronline.com/view/9781785369148.xml|https://doi.org/10.4337/9781785369155				eep9781785369155		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
Economics of research and development		9781785366185 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781783473458/9781783473458.xml|https://doi.org/10.4337/9781785366185				eep9781785366185		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
Europe's disappearing middle class? : evidence from the world of work /		9781786430601 (e-book)							https://www.elgaronline.com/view/9781786430595.xml|https://doi.org/10.4337/9781786430601				eep9781786430601		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
Merger and acquisition strategies : how to create value /		9781786430687 (e-book)							https://www.elgaronline.com/view/9781786430670.xml|https://doi.org/10.4337/9781786430687			Dringoli, Angelo,	eep9781786430687		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
Handbook of alternative theories of economic development		9781782544685 (e-book)							https://www.elgaronline.com/view/9781782544661.xml|https://doi.org/10.4337/9781782544685				eep9781782544685		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
The economics of e-commerce		9781785361418 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781785361401/9781785361401.xml|https://doi.org/10.4337/9781785361418				eep9781785361418		fulltext		Edward Elgar Pub.,	Monograph		2016	323					P					
Law and economics : an Edward Elgar research review /		9781785360848 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781852789725/9781852789725.xml|https://doi.org/10.4337/9781785360848				eep9781785360848		fulltext		Edward Elgar Publishing Limited,	Monograph		2016						P					
Innovation systems for development : making research and innovation in developing countries matter /		9781783473830 (e-book)							https://www.elgaronline.com/view/9781783473823.xml|https://doi.org/10.4337/9781783473830				eep9781783473830		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
Boosting european competitiveness : the role of CESEE countries /		9781785369322 (e-book)							https://www.elgaronline.com/view/9781785369315.xml|https://doi.org/10.4337/9781785369322				eep9781785369322		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
The distribution of wealth - growing inequality?		9781783476442 (e-book)							https://www.elgaronline.com/view/9781783476435.xml|https://doi.org/10.4337/9781783476442			Schneider, Michael,	eep9781783476442		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
The economics of environmental policy : behavioral and political dimensions /		9781784716332 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781783473373/9781783473373.xml|https://doi.org/10.4337/9781784716332				eep9781784716332		fulltext		Edward Elgar Pub.,	Monograph		2016	325					P					
Corruption and economic development		9781785368288 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781783471201/9781783471201.xml|https://doi.org/10.4337/9781785368288				eep9781785368288		fulltext		Edward Elgar Pub.,	Monograph		2016	324					P					
The international monetary system and the theory of monetary systems		9781786430304 (e-book)							https://www.elgaronline.com/view/9781786430298.xml|https://doi.org/10.4337/9781786430304			Salin, Pascal.	eep9781786430304		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
The economics of food security		9781785366246 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781781009178/9781781009178.xml|https://doi.org/10.4337/9781785366246				eep9781785366246		fulltext		Edward Elgar Pub.,	Monograph		2016	326					P					
Aggregate demand, inequality and instability		9781786433053 (e-book)							https://www.elgaronline.com/view/9781786433046/9781786433046.xml|https://doi.org/10.4337/9781786433053			Ferri, Piero.	eep9781786433053		fulltext		Edward Elgar Pub.,	Monograph		2016						P					
Transaction cost economics : an Edward Elgar research review /		9781786434760 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781852789527/9781852789527.xml|https://doi.org/10.4337/9781786434760			Williamson, Oliver E.	eep9781786434760		fulltext		Edward Elgar Publishing Limited,	Monograph		2016						P					
The economics of sovereign debt		9781785360589 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781785360572/9781785360572.xml|https://doi.org/10.4337/9781785360589				eep9781785360589		fulltext		Edward Elgar Pub.,	Monograph		2016	327					P					
Financial crises and recession in the global economy		9781785361111 (e-book)							https://www.elgaronline.com/view/9781785361104/9781785361104.xml|https://doi.org/10.4337/9781785361111			Allen, Roy E.,	eep9781785361111		fulltext		Edward Elgar Pub.,	Monograph		2016		4th ed.				P					
New technologies and transportation research : applications of GPS in travel surveys /		9781784716288 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781783474868/9781783474868.xml|https://doi.org/10.4337/9781784716288				eep9781784716288		fulltext		Edward Elgar Pub.,	Monograph		2016	4					P					
Research handbook on entrepreneurial opportunities : reopening the debate /		9781783475445 (e-book)							https://www.elgaronline.com/view/9781783475438.xml|https://doi.org/10.4337/9781783475445				eep9781783475445		fulltext		Edward Elgar Pub.,	Monograph		2017						P					
Trust in regulatory regimes		9781785365577 (e-book)							https://www.elgaronline.com/view/9781785365560.xml|https://doi.org/10.4337/9781785365577				eep9781785365577		fulltext		Edward Elgar Pub.,	Monograph		2017						P					
Research handbook on entrepreneurial teams : theory and practice /		9781784713263 (e-book)							https://www.elgaronline.com/view/9781784713195.xml|https://doi.org/10.4337/9781784713263				eep9781784713263		fulltext		Edward Elgar Pub.,	Monograph		2017						P					
Managing academics : a question of perspective /		9781781006696 (e-book)							https://www.elgaronline.com/view/9781781006689/9781781006689.xml|https://doi.org/10.4337/9781781006696			Winter, Richard Philip.	eep9781781006696		fulltext		Edward Elgar Pub.,	Monograph		2017						P					
Elgar introduction to organizational discourse analysis		9781784717056 (e-book)							https://www.elgaronline.com/view/9781784717049/9781784717049.xml|https://doi.org/10.4337/9781784717056			Berti, Marco.	eep9781784717056		fulltext		Edward Elgar Pub.,	Monograph		2017						P					
The sandwich generation : caring for oneself and others at home and at work /		9781785364969 (e-book)							https://www.elgaronline.com/view/9781785364952.xml|https://doi.org/10.4337/9781785364969				eep9781785364969		fulltext		Edward Elgar Pub.,	Monograph		2017						P					
The emergence of entrepreneurial behaviour : intention, education and orientation /		9781786434432 (e-book)							https://www.elgaronline.com/view/9781786434425.xml|https://doi.org/10.4337/9781786434432				eep9781786434432		fulltext		Edward Elgar Pub.,	Monograph		2017						P					
Research handbook on work and well-being		9781785363269 (e-book)							https://www.elgaronline.com/view/9781785363252.xml|https://doi.org/10.4337/9781785363269				eep9781785363269		fulltext		Edward Elgar Pub.,	Monograph		2017						P					
Research methods in service innovation		9781785364860 (e-book)							https://www.elgaronline.com/view/9781785364853.xml|https://doi.org/10.4337/9781785364860				eep9781785364860		fulltext		Edward Elgar Pub.,	Monograph		2017						P					
Contextualizing entrepreneurship in emerging economies and developing countries		9781785367533 (e-book)							https://www.elgaronline.com/view/9781785367526.xml|https://doi.org/10.4337/9781785367533				eep9781785367533		fulltext		Edward Elgar Pub.,	Monograph		2017						P					
Research handbook of innovation and creativity for marketing management		9780857937957 (e-book)							https://www.elgaronline.com/view/9780857937940.xml|https://doi.org/10.4337/9780857937957				eep9780857937957		fulltext		Edward Elgar Pub.,	Monograph		2017						P					
Research handbook of marketing in emerging economies		9781784713171 (e-book)							https://www.elgaronline.com/view/9781784713164.xml|https://doi.org/10.4337/9781784713171				eep9781784713171		fulltext		Edward Elgar Pub.,	Monograph		2017						P					
Collaborative strategy : critical issues for alliances and networks /		9781783479580 (e-book)							https://www.elgaronline.com/view/9781783479573.xml|https://doi.org/10.4337/9781783479580				eep9781783479580		fulltext		Edward Elgar Pub.,	Monograph		2017						P					
Entrepreneurial identity : the process of becoming an entrepreneur /		9781785363719 (e-book)							https://www.elgaronline.com/view/9781785363702.xml|https://doi.org/10.4337/9781785363719				eep9781785363719		fulltext		Edward Elgar Publishing Limited,	Monograph		2017						P					
Gender and entrepreneurial activity		9781785364747 (e-book)							https://www.elgaronline.com/view/9781785364730.xml|https://doi.org/10.4337/9781785364747				eep9781785364747		fulltext		Edward Elgar Publishing Limited,	Monograph		2017						P					
Handbook of research on gender and leadership		9781785363863 (e-book)							https://www.elgaronline.com/view/9781785363856.xml|https://doi.org/10.4337/9781785363863				eep9781785363863		fulltext		Edward Elgar Publishing Limited,	Monograph		2017						P					
Emancipation through emotion regulation at work		9781786436337 (e-book)							https://www.elgaronline.com/view/9781786436320/9781786436320.xml|https://doi.org/10.4337/9781786436337			Lindebaum, Dirk.	eep9781786436337		fulltext		Edward Elgar Publishing Limited,	Monograph		2017						P					
Research handbook of expatriates		9781784718183 (e-book)							https://www.elgaronline.com/view/9781784718176.xml|https://doi.org/10.4337/9781784718183				eep9781784718183		fulltext		Edward Elgar Publishing Limited,	Monograph		2017						P					
Financing nonprofits and other social enterprises : a benefits approach /		9781783478293 (e-book)							https://www.elgaronline.com/view/9781783478279/9781783478279.xml|https://doi.org/10.4337/9781783478293			Young, Dennis R.,	eep9781783478293		fulltext		Edward Elgar Publishing Limited,	Monograph		2017						P					
An autecological theory of the firm and its environment		9781784711016 (e-book)							https://www.elgaronline.com/view/9781784711009.xml|https://doi.org/10.4337/9781784711016			Jones, Colin,	eep9781784711016		fulltext		Edward Elgar Publishing Limited,	Monograph		2017						P					
